  150    3352
   37      53    1753 45
   37      54     819 92
   37      55     169 68
   37      61    3183 52
   37      66    4482 42
   37      68    4288 24
   37      69    8413 1
   37      72      64 71
   37      77    1216 70
   37      80    2394 99
   37      81    1870 64
   37      83    3401 14
   37      84    4343 25
   37      86    8662 64
   37      90    3416 46
   37      92    7214 94
   37      95    4976 39
   37      99     944 66
   37     106    3897 67
   37     107    3621 95
   37     108    8889 47
   37     114    2047 79
   37     118    8060 62
   37     123     584 23
   37     125    6152 19
   37     128    2204 44
   37     131    5630 89
   37     132    2328 59
   37     134    7335 79
   37     136    6051 35
   37     138    8237 59
   37     145    1646 2
   37     146    9151 67
   37     147    7369 67
   37     150     142 21
   38      41    4271 67
   38      42    5079 37
   38      45    5594 83
   38      47    9778 95
   38      49    7243 16
   38      50    7044 18
   38      64    3777 94
   38      65    2612 27
   38      67    1483 9
   38      68    6765 35
   38      69    8268 27
   38      85    8619 38
   38      93      98 4
   38      98    7447 76
   38     103    4000 98
   38     104     933 58
   38     106    2796 45
   38     107     874 95
   38     109    8314 80
   38     114    9561 16
   38     124    7595 95
   38     125    2304 52
   38     126    4734 7
   38     131     486 49
   38     135    5456 54
   38     137    9760 59
   38     144     532 6
   38     145    1178 70
   38     146    6326 93
   38     147    7142 10
   38     148     568 60
   39      42    9930 47
   39      43     326 72
   39      45    9092 77
   39      47    3510 31
   39      48    7689 72
   39      58    6619 79
   39      61    5402 14
   39      63    7361 7
   39      64     569 6
   39      65    5605 24
   39      70    5094 84
   39      72    2817 8
   39      74    6021 19
   39      76    1450 85
   39      79    7122 86
   39      80    4005 80
   39      81    1565 92
   39      87    7461 21
   39      88    1995 64
   39      89    5838 71
   39      94     741 61
   39      95     156 22
   39      96    2987 70
   39      98    4414 18
   39      99    6895 90
   39     101    9782 13
   39     104    7266 4
   39     111    9689 84
   39     113    3901 88
   39     116    9537 6
   39     117    1155 89
   39     119    3058 56
   39     121     217 6
   39     122    9688 45
   39     123    2769 76
   39     133    4272 47
   39     140    3526 57
   39     141    1633 40
   39     147    1548 80
   39     149    5518 4
   40      47    3991 95
   40      53    9960 82
   40      59     992 39
   40      60    6317 37
   40      67    2925 17
   40      76    1754 9
   40      80    5831 59
   40      82    1052 37
   40      86    8262 71
   40      88    6219 73
   40      89    8798 97
   40      92    6065 8
   40      93     834 46
   40      95    2155 13
   40     100     447 61
   40     105    6448 41
   40     107     978 80
   40     108     963 78
   40     109    4672 8
   40     111    9535 74
   40     114    5435 73
   40     116    6306 96
   40     119    5929 31
   40     125    1834 96
   40     129    8136 69
   40     130    5527 42
   40     131    9967 99
   40     138    2462 62
   40     140    5479 92
   40     143     185 67
   40     145    1236 12
   40     147    8509 7
   41      42    8997 1
   41      43    1961 43
   41      45    9603 97
   41      46    6443 29
   41      50    3268 33
   41      53     578 85
   41      58    1557 88
   41      61    8519 10
   41      63    1445 45
   41      64    4741 76
   41      65    2059 64
   41      69    2691 6
   41      71    8911 16
   41      86    7412 8
   41      87     587 87
   41      89    7580 24
   41      93    9126 62
   41      97    5688 62
   41      99    9479 93
   41     102    7283 94
   41     105     420 60
   41     107    5282 48
   41     112    9487 28
   41     118    3653 27
   41     121    5389 4
   41     123    3566 89
   41     125    5537 17
   41     126    6990 23
   41     127     526 78
   41     131     493 92
   41     134    9119 41
   41     136    3013 70
   41     138     538 90
   41     143    1207 37
   41     144    4151 12
   41     146    1744 64
   41     150    8839 72
   42      44    4185 19
   42      54    9045 57
   42      62    3400 38
   42      70      19 49
   42      72    7664 4
   42      82    5754 20
   42      95     275 12
   42     101     109 14
   42     119    2585 43
   42     125    7235 16
   42     126    9800 12
   42     131    6535 70
   42     137    5993 31
   42     138    9925 12
   42     141    8263 33
   42     142     295 15
   42     143      16 41
   42     145    4566 4
   42     148    9901 39
   42     149    1095 1
   43      50    1084 42
   43      52    6575 93
   43      57    8577 47
   43      64    2265 9
   43      65     355 11
   43      68    8925 62
   43      71    9172 74
   43      72     852 68
   43      75    4951 45
   43      79    2597 18
   43      87    5545 73
   43      90    6813 17
   43      95    4671 65
   43     100    9424 70
   43     101     179 3
   43     102    7275 3
   43     108    9269 57
   43     111    3189 45
   43     113    2188 93
   43     120    4815 1
   43     122    9502 55
   43     124    1197 85
   43     125     369 92
   43     127    3042 86
   43     129    8990 99
   43     130    9271 4
   43     131    6826 96
   43     132    2257 71
   43     137    2566 32
   43     141     785 6
   43     142    3989 63
   43     144     164 51
   43     145    8922 43
   43     147    5392 82
   43     150    5501 52
   44      47    1460 79
   44      48    1886 32
   44      54    4176 40
   44      55    9015 29
   44      62    2498 26
   44      63    1752 24
   44      65       1 62
   44      75    1840 37
   44      78    6582 94
   44      79    6680 37
   44      80    7072 67
   44      82    3099 69
   44      83    2854 10
   44      84    6625 69
   44      86    5548 28
   44      87    2967 63
   44      89    6718 41
   44      90    8156 71
   44      99    2867 34
   44     102    5350 28
   44     106    8305 34
   44     107    1601 70
   44     108    9352 63
   44     109    8181 82
   44     110    3408 85
   44     112    8083 65
   44     113     370 52
   44     120    9181 31
   44     122    7024 69
   44     123    7917 46
   44     127    5333 69
   44     132    9276 82
   44     133    8379 12
   44     135    8837 84
   44     140     385 82
   44     142    3505 60
   44     143    1064 42
   44     146    6105 14
   44     148    4569 34
   44     149    2851 92
   45      49    4081 41
   45      50    4768 55
   45      56    7689 100
   45      57    7772 66
   45      61     657 31
   45      64     695 10
   45      72     890 25
   45      74    1296 25
   45      77     731 51
   45      80    6966 78
   45      86    5175 86
   45      87     185 11
   45      89    7400 32
   45      92    1376 29
   45      94    1740 53
   45      96    9186 53
   45      99    5334 1
   45     104    9026 40
   45     105    7485 51
   45     108    3176 6
   45     110    4399 95
   45     119    5538 76
   45     120    3798 37
   45     121    8623 89
   45     131    4028 44
   45     132    8006 56
   45     148    6283 95
   45     149    7976 27
   45     150    9642 99
   46      50    6355 58
   46      53    8370 82
   46      54    3030 78
   46      56    3934 28
   46      60    8711 96
   46      64    5817 74
   46      72    2303 68
   46      77    6482 76
   46      78    6249 99
   46      81    8322 48
   46      87    1568 24
   46      89    9928 75
   46      90    5356 22
   46      91    2882 50
   46     101    5133 67
   46     102    4332 6
   46     103    4139 53
   46     108    1179 10
   46     109    8988 71
   46     111    8255 98
   46     114    9281 3
   46     116    7811 45
   46     117    8001 64
   46     121    5391 11
   46     124    2078 29
   46     125    6757 16
   46     126    3475 63
   46     133    2258 86
   46     135    2460 10
   46     142    7571 75
   46     143    3136 61
   46     147    9817 78
   47      48    8655 68
   47      49    4791 18
   47      54    4229 75
   47      55    8842 44
   47      56    4951 65
   47      61    5976 77
   47      67    5641 79
   47      69    5712 90
   47      72    5694 83
   47      78    6551 24
   47      79    3579 95
   47      82    9442 19
   47      86    8367 85
   47      88    7277 85
   47      91    7962 17
   47      92    7568 54
   47     106    8322 8
   47     108     376 27
   47     110     360 63
   47     112    6307 71
   47     123    8236 46
   47     136    4026 3
   47     144    6271 70
   47     145    5667 92
   47     149    2869 6
   48      49    1967 59
   48      50    5691 35
   48      56    1269 51
   48      57    5595 59
   48      58    1074 55
   48      59    4334 6
   48      64    5630 83
   48      66    1691 81
   48      67    4315 13
   48      71    6737 48
   48      72    8010 59
   48      80    4352 58
   48      83    6808 50
   48      88    9970 17
   48      91    7621 80
   48      92    5137 82
   48     105    2544 33
   48     107    5331 66
   48     110    7196 90
   48     113    2968 75
   48     114    4149 61
   48     121     289 33
   48     125    2208 64
   48     131    8774 96
   48     149    4658 68
   49      53    4960 96
   49      55    2566 87
   49      57    8662 22
   49      62    1198 69
   49      71    1002 55
   49      74    6379 91
   49      75    6355 62
   49      77    1044 11
   49      80    1307 29
   49      83    1539 70
   49      85    6645 35
   49      86    5036 12
   49      91    3508 40
   49      92    4943 48
   49      97    4891 42
   49     103     630 22
   49     104    5423 85
   49     110     151 25
   49     114    1870 89
   49     116    9248 8
   49     118     163 54
   49     122     586 96
   49     127     255 79
   49     137    1459 9
   49     138    9371 72
   49     139    6484 97
   49     143    6102 70
   49     148    2458 84
   49     149    7984 56
   50      53    9731 80
   50      55    3483 87
   50      56    5270 16
   50      59    2367 15
   50      60    9198 63
   50      61    4571 47
   50      64    5957 64
   50      66    7498 52
   50      73    4614 85
   50      76    5760 20
   50      78    7702 21
   50      80    3654 91
   50      83    8543 21
   50      90    4689 33
   50      93    3796 29
   50     104    6844 51
   50     111    3596 62
   50     112    8609 37
   50     119    1025 62
   50     121    3646 68
   50     129    7387 47
   50     138     372 39
   50     139    8773 10
   50     142    3245 87
   50     149    9968 27
   50     150    5292 53
   51      53    5010 58
   51      64    1653 5
   51      65    4466 81
   51      66    6321 64
   51      71    6295 44
   51      74    6446 20
   51      78     115 84
   51      97    6688 47
   51      98    1523 15
   51     102    5866 92
   51     106     248 50
   51     107      77 38
   51     109    6956 45
   51     111    3682 97
   51     112     802 57
   51     116    9675 66
   51     117    7949 15
   51     118     189 86
   51     120    4363 55
   51     122    7902 35
   51     123    6440 54
   51     141    1174 47
   51     142     717 5
   51     143    1169 52
   51     144    7085 85
   51     145     925 52
   51     150    9316 18
   52      53    5507 56
   52      56    6906 85
   52      60    2420 85
   52      63    7916 31
   52      68     838 68
   52      69    3684 27
   52      70    6956 77
   52      74    3155 1
   52      76    1553 88
   52      84      90 35
   52      88    8304 57
   52      89    5260 74
   52      91    2418 46
   52      94    9779 47
   52      95     476 18
   52      96    9652 39
   52      98    2593 14
   52      99    5943 69
   52     101    7797 84
   52     105    2730 76
   52     109    8136 87
   52     111    6340 85
   52     115    6458 93
   52     118    2463 30
   52     119    5675 55
   52     120    5153 68
   52     121    9047 32
   52     126    2792 39
   52     128    9220 3
   52     131     187 37
   52     138    8690 22
   52     140    4298 90
   52     149    2241 58
   52     150    8072 90
   53      54    8244 8
   53      57    6726 81
   53      59    9536 30
   53      63    1044 91
   53      66     275 52
   53      67    4048 16
   53      69    6660 57
   53      72    5665 17
   53      79    7078 35
   53      82    2638 62
   53      86    6027 87
   53      91    8821 30
   53      94    9336 65
   53     101     328 40
   53     104    9118 12
   53     105    6447 46
   53     107    1397 92
   53     110    5526 11
   53     113    6102 36
   53     115    6489 21
   53     117    3563 74
   53     119    6696 1
   53     121    2707 36
   53     124   10000 75
   53     126    3178 39
   53     130    7977 8
   53     132     850 27
   53     134    4754 52
   53     139    3354 61
   53     142    6722 96
   54      55    6856 87
   54      58    8712 50
   54      61    6167 53
   54      70    5539 88
   54      73    7584 16
   54      74    2473 49
   54      80    3221 29
   54      84    2217 72
   54      87    3311 70
   54      92    9759 55
   54      96    2343 68
   54      97    1352 88
   54      98    9199 36
   54     112    3081 11
   54     120    8884 44
   54     126    7714 48
   54     130    3585 28
   54     131    1319 55
   54     138    7209 18
   54     145    2365 65
   54     149     346 40
   55      60    6813 72
   55      63    5653 86
   55      64    1040 62
   55      65    3062 47
   55      73    1054 9
   55      77    9406 81
   55      84    1280 89
   55      86    8630 98
   55      87    1933 98
   55      88    4271 62
   55      90    7026 36
   55      92    6366 13
   55     100    7458 100
   55     105    7942 16
   55     108    3596 94
   55     111    5904 10
   55     112    3511 39
   55     113    9897 84
   55     117    2015 56
   55     118    4184 16
   55     122     192 97
   55     123    8105 73
   55     124     301 24
   55     129    1474 64
   55     130     150 24
   55     139    8387 47
   55     143     125 39
   55     144    7094 22
   55     148    6007 96
   55     149    7752 71
   56      58    3696 23
   56      62     149 100
   56      64    4328 92
   56      65    6143 3
   56      66    8680 91
   56      68    2655 11
   56      70    7974 82
   56      71    8642 21
   56      79    7069 72
   56      87     356 82
   56      93    2120 14
   56      95    1637 54
   56     101     115 7
   56     105    8798 21
   56     107    1357 5
   56     109    5379 34
   56     115     809 61
   56     124    3436 30
   56     131    2612 47
   56     135    5345 18
   56     138    6190 69
   56     139    1951 78
   56     144     974 9
   56     149    3347 81
   56     150    6224 2
   57      59    4103 94
   57      68    9008 26
   57      69    2711 82
   57      71    4019 19
   57      83    4767 70
   57      87    8944 76
   57      91    8163 30
   57      98    8503 85
   57      99    1070 13
   57     100    9264 8
   57     102    9660 77
   57     103    8481 70
   57     106    6554 56
   57     108    1840 26
   57     109    7880 32
   57     110    8169 86
   57     112    5164 34
   57     113    6378 54
   57     115    9824 54
   57     117    2584 21
   57     119    2715 58
   57     120    2971 28
   57     124    7553 59
   57     126    4073 74
   57     127    3057 90
   57     130    1324 27
   57     133    2717 90
   57     134    3590 32
   57     138     973 57
   57     145    1703 37
   57     149    2176 19
   58      60    8998 20
   58      62     501 35
   58      63    4325 74
   58      65    5823 74
   58      69    4562 8
   58      72    5913 1
   58      81     930 50
   58      87    5054 7
   58      89    1310 75
   58      94    9864 38
   58     102    2698 97
   58     109    2042 68
   58     110    4073 55
   58     111    8064 43
   58     112     823 56
   58     113     649 25
   58     129    1165 44
   58     131    2249 59
   58     132    9165 34
   58     135    8766 29
   58     137    6914 19
   58     139    1818 36
   58     141    9021 95
   58     145    9864 98
   58     149    8051 50
   59      61    1028 15
   59      70    9026 13
   59      71    1590 65
   59      74    6832 1
   59      76    5231 20
   59      78    1097 11
   59      79    5262 57
   59      80    5649 6
   59      88    6224 44
   59      94    7492 87
   59      95    2299 43
   59      96     176 33
   59     100    7511 37
   59     103    7517 63
   59     104    1386 32
   59     106    5459 70
   59     113    6109 21
   59     114    3596 7
   59     115    8488 93
   59     119    2793 48
   59     123    3658 87
   59     124    8675 26
   59     126    5515 21
   59     128    5694 28
   59     132    7296 72
   59     135    1069 33
   59     145    2390 90
   59     146    1822 40
   60      61    9383 12
   60      63    1471 38
   60      65    2135 3
   60      68    6271 31
   60      73    2701 29
   60      77    5662 53
   60      80    1374 43
   60      83    5204 94
   60      85    6046 44
   60      86    1546 12
   60      87    9631 39
   60      88    8454 97
   60      89    7060 34
   60      91    1106 14
   60      92    6124 38
   60      93    5671 7
   60      94    2355 38
   60      98    7465 50
   60     102    4139 24
   60     104    3266 53
   60     105     976 74
   60     106    1721 27
   60     107     273 36
   60     110    6900 1
   60     112    4743 23
   60     113    3908 77
   60     114    8658 80
   60     115    2958 35
   60     122    3195 18
   60     146    2069 1
   60     149    3272 52
   61      62     851 90
   61      66    3666 54
   61      69    1457 8
   61      70    3583 88
   61      71      11 14
   61      76     476 51
   61      77    4372 29
   61      82    5069 20
   61      83    8343 11
   61      93    2337 57
   61     102    2493 2
   61     109     882 82
   61     111    4251 71
   61     112    5492 83
   61     114    4571 23
   61     117    9396 91
   61     122    8105 4
   61     123    2722 91
   61     130    2623 26
   61     131    5881 82
   61     132    6357 36
   61     133     273 2
   61     134    1211 79
   61     136    7108 58
   61     138    9007 57
   61     141    3978 24
   61     144    5466 28
   61     146    4788 15
   61     147    6447 23
   62      64    3159 38
   62      69    5365 74
   62      71    8553 77
   62      72    2859 11
   62      73    8491 64
   62      74    8450 89
   62      76    8725 46
   62      78    6249 67
   62      79    4093 80
   62      80     273 56
   62      84    1067 82
   62      85     737 34
   62      86    2802 65
   62      89     123 70
   62      93    1615 44
   62      98    6808 29
   62     103     514 74
   62     110    6321 44
   62     115    2232 39
   62     121    2863 76
   62     133    2215 98
   62     136    9638 74
   62     140    7257 67
   62     141    6526 48
   62     142      56 28
   62     148    4592 86
   63      64    6023 51
   63      66    9467 7
   63      68    9628 27
   63      71    8959 7
   63      75    3868 78
   63      77    2374 62
   63      83    7003 18
   63      84    9745 9
   63      88    2973 43
   63      93    4777 10
   63      94    8231 75
   63     102    5144 51
   63     109    9469 35
   63     110     584 61
   63     118    3007 26
   63     120    2404 36
   63     126    4158 22
   63     131    8847 88
   63     134    4646 48
   63     139    7048 57
   63     142    4831 66
   63     144    6818 100
   63     145      36 59
   63     147    9352 59
   63     150    4268 81
   64      67    5613 100
   64      68    5459 17
   64      69    8446 67
   64      70    5531 76
   64      72    2641 41
   64      77    7176 49
   64      78    9719 16
   64      79    8090 52
   64      81     372 77
   64      83    8580 11
   64      84     871 99
   64      87    3273 10
   64      92    5356 70
   64      95    6083 79
   64     100    7093 18
   64     101    1738 26
   64     106    1973 85
   64     108    4389 69
   64     109    3724 94
   64     110    8306 51
   64     115    8284 16
   64     117    6438 72
   64     118    4221 46
   64     131    9188 73
   64     135    3370 89
   64     140    6616 44
   64     144    6144 86
   64     145     380 34
   64     149    6032 4
   64     150    5598 14
   65      67    3481 82
   65      73     580 99
   65      74    7952 69
   65      75    9641 66
   65      79    8428 74
   65      86    6835 35
   65      89    6991 29
   65      95    9328 53
   65      96    7028 32
   65      97    2141 2
   65      99    6689 53
   65     101    8641 44
   65     102    3834 14
   65     104    2028 27
   65     106     834 60
   65     107    8811 83
   65     112    2902 5
   65     119    1407 72
   65     123    8615 52
   65     124    9180 93
   65     127    9294 95
   65     128    3917 74
   65     129    4504 17
   65     130    7096 17
   65     133    8515 24
   65     138    5844 31
   65     140     165 74
   65     146     664 72
   66      69    7736 42
   66      71    3182 64
   66      73    3684 73
   66      75    1435 58
   66      76    8621 62
   66      79    9993 60
   66      80    8498 94
   66      88    9214 9
   66      92    9647 96
   66      98    1016 40
   66      99    2186 74
   66     103    4527 69
   66     104    5510 5
   66     105    2592 72
   66     106    4155 89
   66     108    2815 47
   66     110    9989 94
   66     113    5272 83
   66     116    8275 6
   66     119    2678 71
   66     124    1815 19
   66     129     575 43
   66     130    4183 36
   66     131     223 57
   66     135    9685 71
   66     139     244 24
   66     144    8669 27
   66     145     517 60
   66     146    4602 16
   66     148    3884 62
   66     149    5388 65
   67      72    4068 88
   67      77     174 98
   67      79    8286 13
   67      82    7394 82
   67      86    5153 17
   67      93     937 8
   67      95    6542 10
   67     100    9737 40
   67     101    3599 8
   67     102    7020 16
   67     108     745 11
   67     110     199 24
   67     112    6833 57
   67     115    9674 14
   67     117    1842 13
   67     121    8620 4
   67     122    4395 38
   67     128    2901 1
   67     132    9365 23
   67     135    5325 89
   67     147    1656 65
   67     150    8400 8
   68      72    2349 85
   68      74    1194 78
   68      78    6095 56
   68      81    9589 17
   68      82    6517 47
   68      83    7622 74
   68      84    8320 100
   68      85    1650 33
   68      92    2249 97
   68      98    5873 29
   68     103    7651 22
   68     108     637 57
   68     109    5494 20
   68     119    2882 72
   68     122    6110 77
   68     126    1272 84
   68     128    8117 64
   68     130    1942 2
   68     131    3759 47
   68     144    2908 58
   69      72    2777 88
   69      77    4401 2
   69      81    9925 73
   69      82     552 24
   69      85    5757 79
   69      91    1382 23
   69      94    6934 82
   69      95    9291 43
   69      97    9365 2
   69     101    8123 38
   69     105    1842 68
   69     113    8329 68
   69     115     352 18
   69     121    7347 50
   69     123     937 72
   69     124    1479 97
   69     130    8581 53
   69     135    3875 70
   69     138    1232 28
   69     141    5929 82
   69     142    2649 36
   69     146     586 25
   69     147     526 98
   69     148     667 23
   70      71     300 76
   70      72    5906 21
   70      78    6601 72
   70      79    6970 65
   70      81    6929 10
   70      82     627 2
   70      83     459 43
   70      90    1141 74
   70      91     243 69
   70      94    2004 95
   70      95    5542 83
   70     105    8827 6
   70     107    9529 4
   70     111    1837 84
   70     113    2133 80
   70     116    5658 36
   70     118     414 20
   70     120    8586 53
   70     122    2924 84
   70     124     617 73
   70     125    8510 6
   70     135    1422 65
   70     141    7457 1
   70     144    7769 44
   70     148    3234 53
   71      72    3280 68
   71      75    1795 91
   71      77    9789 70
   71      83    6198 97
   71      85    3294 49
   71      86    4307 77
   71      87    9104 55
   71      88    8412 69
   71      89    1839 73
   71      95    5361 77
   71      96    5558 82
   71     112    8681 91
   71     118    1644 13
   71     121    8824 71
   71     124    2926 76
   71     125    4105 7
   71     130    3017 34
   71     142    9346 29
   71     143    6290 24
   71     145    7321 51
   71     146    9284 60
   71     147     711 35
   71     149    5016 68
   71     150    9459 88
   72      74    9595 97
   72      75    1903 80
   72      79    4042 7
   72      80     235 4
   72      81    2036 48
   72      85    1617 72
   72      87    4011 82
   72      93    4473 88
   72      98    9830 69
   72     100    6812 7
   72     106    2406 47
   72     108     774 61
   72     110    2233 70
   72     114     853 80
   72     119    3619 42
   72     120    2344 13
   72     122    1287 21
   72     123    1654 32
   72     125    2080 70
   72     126    8174 31
   72     128    6349 66
   72     132    4029 99
   72     133     516 82
   72     136    8156 2
   72     142    5753 56
   72     146    5015 83
   72     148    7778 68
   72     150    5085 13
   73      76    6896 39
   73      79     283 18
   73      85     561 7
   73      93    8573 90
   73      94    6540 97
   73     100     137 74
   73     104    1752 38
   73     108    6057 40
   73     115    7609 57
   73     119    1774 55
   73     120    9812 55
   73     125    1919 31
   73     127     163 89
   73     131    7651 19
   73     134    9156 94
   73     137    4854 28
   73     138    9112 95
   73     144    7930 1
   73     150    1176 36
   74      79    2674 21
   74      81    5180 21
   74      83    9490 65
   74      95    4179 15
   74     101    9873 19
   74     104    5692 65
   74     106    7017 8
   74     109    5814 59
   74     111    7781 76
   74     120    4285 37
   74     122      60 95
   74     123    8270 81
   74     128    1702 48
   74     130      18 100
   74     137    5971 45
   74     138    9267 49
   74     140    2133 54
   75      76    5685 69
   75      77    7324 78
   75      82    2828 71
   75      91     531 75
   75      94    1792 85
   75     100    2378 31
   75     102    6738 67
   75     103    4469 72
   75     114    4131 53
   75     115    4165 70
   75     116    7955 29
   75     119    8624 54
   75     121    7556 85
   75     122    2440 28
   75     125     331 21
   75     128    4822 63
   75     132    9737 37
   75     137    9851 67
   75     148    5724 94
   76      77    7796 78
   76      91    1630 60
   76      93    6642 33
   76      96    4010 11
   76      99     598 17
   76     100    2982 42
   76     102    9796 18
   76     103    2549 89
   76     109    5690 35
   76     112    4009 25
   76     116     585 70
   76     124    8717 79
   76     126    7973 65
   76     128    8558 34
   76     129    8935 31
   76     130    1174 67
   76     131    1300 79
   76     136    8837 57
   76     139    6695 43
   76     140    2988 53
   76     145     817 78
   76     147    2834 55
   77      79     865 55
   77      80    3541 39
   77      84    7769 91
   77      85    9247 23
   77      86    7365 94
   77      89    8048 45
   77      91    3711 60
   77      92     999 19
   77      93    1380 40
   77      95    6030 91
   77     101    3994 25
   77     111    2817 81
   77     112    7365 88
   77     113    8379 96
   77     121    6927 32
   77     123    2777 14
   77     126    9717 26
   77     129    4897 54
   77     135    6238 79
   77     137    5593 75
   77     138    2061 17
   77     139     428 30
   77     140    5169 48
   77     144      71 51
   77     148     747 9
   78      79    8528 64
   78      84    3320 42
   78      85      10 84
   78      88    6557 87
   78      90    7999 57
   78      95    2269 60
   78     107     900 61
   78     108    5914 68
   78     112    2406 44
   78     113    9633 90
   78     120    3488 22
   78     128    1388 83
   78     130    7694 38
   78     131    4174 18
   78     137    1861 59
   78     138    9784 81
   78     140    1017 82
   78     142    3376 68
   78     146    8892 45
   78     150    4005 40
   79      81    6954 51
   79      82    3333 5
   79      84    9363 49
   79      85     786 1
   79      86    2814 29
   79      88     534 92
   79      90     931 40
   79      91    7171 99
   79      92    2055 63
   79      93    5647 74
   79      94     543 90
   79      95    3809 80
   79      96    2450 81
   79      98    7090 50
   79     102    8894 31
   79     109    3910 27
   79     114    2988 65
   79     118    2433 80
   79     120    6439 91
   79     121     770 90
   79     122    9204 86
   79     127     269 68
   79     128    6647 22
   79     129    6743 47
   79     132    1769 59
   79     135    3680 99
   79     136    2446 82
   79     138    5732 8
   79     146    1604 56
   79     150    1255 80
   80      81     748 62
   80      84    9331 30
   80      85    4227 77
   80      87    3065 81
   80      92    5083 27
   80      93    4634 73
   80      96    2065 47
   80     101     830 27
   80     102    2387 10
   80     106    8503 51
   80     107    7290 3
   80     108    5683 18
   80     109    4595 92
   80     114    2283 97
   80     115     791 46
   80     122     794 78
   80     125    9392 61
   80     132     402 28
   80     136    9309 48
   80     139    9270 11
   80     140    6853 91
   80     145    1345 98
   80     147    5513 71
   80     149    2239 92
   81      84    2043 71
   81      86    2137 66
   81      93     701 72
   81      94    8760 60
   81      95    4203 7
   81      96    9024 2
   81      99    4602 23
   81     100    7309 14
   81     101    2875 34
   81     104      86 1
   81     105    3282 11
   81     106    6687 48
   81     107    1475 76
   81     109    1641 13
   81     110    1096 95
   81     111     774 97
   81     116    1159 28
   81     117    8775 38
   81     129    7350 98
   81     130    8522 26
   81     134    3365 20
   81     143     524 12
   82      84    2978 68
   82      86    6690 39
   82      96     221 96
   82     109    4762 26
   82     110    7944 52
   82     116    7702 87
   82     117    1770 74
   82     118    1047 59
   82     124    8244 12
   82     125    6727 23
   82     127    3154 5
   82     133      53 18
   82     138    1196 32
   83      87    1938 7
   83      89    3984 96
   83      92    5136 69
   83      96    9166 44
   83     102    6533 10
   83     106    6686 50
   83     109    7623 92
   83     110    1811 81
   83     113    4859 61
   83     114    9883 33
   83     116    8956 53
   83     121     902 35
   83     125    2177 4
   83     138    4543 93
   83     144    7681 7
   83     149    4847 37
   84      86    8406 48
   84      91    7402 92
   84     100    2341 79
   84     108    7952 70
   84     115    7878 28
   84     118    6580 50
   84     121     443 31
   84     128    2671 60
   84     131    4082 30
   84     134    1492 68
   84     136    2379 92
   84     143    9315 67
   84     145    5830 6
   84     148    8988 84
   84     149    2335 56
   85      86    3502 100
   85      90    7889 1
   85     101     199 43
   85     104    5298 9
   85     108     871 10
   85     114     894 37
   85     116    9797 54
   85     120    2261 40
   85     122       2 58
   85     129    7459 74
   85     132     435 16
   85     135    4649 16
   85     142    5304 66
   85     146    6795 11
   85     149    2155 85
   86      89     665 88
   86     103    4755 52
   86     111     178 46
   86     113    1759 80
   86     116    3002 94
   86     118    8833 74
   86     120     940 49
   86     126    2630 67
   86     127    6837 17
   86     133    1735 73
   86     135    4071 16
   86     136    6483 96
   86     146    7338 86
   86     148    7584 58
   86     149     247 11
   87      88    4069 42
   87      90    7632 89
   87      93    4431 58
   87      94     360 50
   87      97     675 21
   87      98    5793 76
   87     103    8979 67
   87     107    5752 3
   87     109    7155 56
   87     112    8216 42
   87     115    1734 36
   87     121    7329 78
   87     123    6497 68
   87     131    2032 38
   87     133    5798 97
   87     138    6005 40
   87     149    3974 58
   87     150    9043 51
   88      94    3227 9
   88      95      88 45
   88      97    2122 68
   88      98    1571 81
   88      99     867 17
   88     110    5193 99
   88     113    5084 40
   88     118    2222 31
   88     122    6894 21
   88     123    3961 17
   88     124     912 50
   88     132    4733 53
   88     134    7098 75
   88     136    6200 40
   88     138    6840 71
   88     140    5077 4
   88     141    8330 5
   88     143    1137 33
   88     148    2948 25
   88     150    9109 97
   89      92    8349 100
   89      95   10000 97
   89      97    6644 39
   89      98    7280 57
   89      99    5158 83
   89     101    5914 5
   89     103    3253 53
   89     106    2993 29
   89     107    3906 31
   89     108    1135 47
   89     111    4020 97
   89     114    4680 40
   89     122    2357 63
   89     123    6465 100
   89     127    1146 62
   89     128    8895 92
   89     134    1165 70
   89     138    6390 16
   89     142    7219 58
   89     145    6148 8
   89     146     831 59
   89     147    6812 2
   89     148    8442 4
   89     149    4272 56
   90      94    4231 74
   90      95    3465 37
   90     101    9144 14
   90     102    6011 23
   90     103    3646 21
   90     105    5345 62
   90     109    8206 1
   90     110    3024 59
   90     120    7759 88
   90     121    6640 87
   90     122    6910 81
   90     125     895 81
   90     128    2668 83
   90     136      95 16
   90     139    2773 1
   90     141    2624 10
   90     142     255 31
   90     147    4455 79
   90     149    3466 80
   90     150    2662 58
   91      92    5043 83
   91      96    4743 4
   91     105    7582 6
   91     108    4124 40
   91     109    2413 83
   91     118    2984 6
   91     120    2334 19
   91     123    7139 24
   91     124    5560 31
   91     134    4668 36
   91     135    1924 96
   91     137    6052 47
   91     138    7410 65
   91     141    7038 22
   91     146    5223 37
   91     147    7074 49
   91     148    8744 61
   91     149    6759 28
   91     150    1341 4
   92      96    9548 56
   92      98    2171 83
   92     103     500 75
   92     105     295 60
   92     107    1626 75
   92     108    4223 38
   92     112    8882 58
   92     113    6430 57
   92     115    3409 61
   92     122    1056 36
   92     129    3414 78
   92     130    6178 8
   92     131    9114 27
   92     134    5723 90
   92     138    4638 64
